frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
10,0.3025631308555603,0.6885488629341125,0.3534075915813446,0.6886352896690369,0.29554539918899536,0.7576689720153809,0.3233106732368469,0.760373592376709,0.2658460736274719,0.803441047668457,0.368901789188385,0.7881313562393188,0.22889579832553864,0.8463269472122192,0.3690921664237976,0.8501988649368286,0.22761350870132446,0.8542270064353943,0.39468446373939514,0.8554745316505432
11,0.31510621309280396,0.6843767762184143,0.3647772967815399,0.6849492192268372,0.3084923326969147,0.7560039758682251,0.3355887830257416,0.758525013923645,0.27951866388320923,0.8023414015769958,0.3776136040687561,0.7896384596824646,0.2384868860244751,0.8421598672866821,0.37078744173049927,0.8502047061920166,0.23046372830867767,0.8526406288146973,0.3968217074871063,0.8582104444503784
12,0.31598132848739624,0.6830503344535828,0.3661397695541382,0.6839646697044373,0.30954986810684204,0.7561394572257996,0.3362678587436676,0.7590884566307068,0.2807978093624115,0.8019483089447021,0.379227876663208,0.7921648025512695,0.2409716248512268,0.8402252197265625,0.3719539940357208,0.8511400818824768,0.2303609400987625,0.8528169989585876,0.39712855219841003,0.8597663044929504
13,0.3168278932571411,0.6817809343338013,0.3662080466747284,0.6830170750617981,0.3099994361400604,0.7553277015686035,0.3374123275279999,0.7585948705673218,0.28137126564979553,0.8014327883720398,0.3787480592727661,0.7926892638206482,0.24158409237861633,0.839539110660553,0.3715810179710388,0.8512468934059143,0.23215460777282715,0.8514314293861389,0.3974605202674866,0.8603659868240356
14,0.3171308636665344,0.6813836693763733,0.36637043952941895,0.6828196048736572,0.3099750280380249,0.7540931105613708,0.33782491087913513,0.7577049136161804,0.28215572237968445,0.8008200526237488,0.3782109022140503,0.7931062579154968,0.241850346326828,0.8391474485397339,0.3711871802806854,0.8513069748878479,0.2322445511817932,0.8516731262207031,0.39732661843299866,0.8609229326248169
15,0.3275352716445923,0.6789791584014893,0.37712880969047546,0.6797337532043457,0.32064875960350037,0.7530847191810608,0.3474028408527374,0.7569526433944702,0.29887527227401733,0.7983897924423218,0.3824416697025299,0.7939660549163818,0.2605007290840149,0.8350306749343872,0.37117648124694824,0.8514171242713928,0.252273291349411,0.848570704460144,0.39691492915153503,0.8609980940818787
16,0.3289494812488556,0.6773452162742615,0.37866559624671936,0.6781676411628723,0.32252126932144165,0.7516893148422241,0.34952154755592346,0.7559316158294678,0.3001224994659424,0.7976823449134827,0.38289180397987366,0.7944382429122925,0.2616824209690094,0.8344132304191589,0.37104174494743347,0.8520194292068481,0.2554592192173004,0.8482611775398254,0.39650046825408936,0.8609685897827148
17,0.3403054177761078,0.6738384366035461,0.3892710506916046,0.6757587194442749,0.33478930592536926,0.7473874688148499,0.36055076122283936,0.7521661520004272,0.3208082318305969,0.7927134037017822,0.38642776012420654,0.7949294447898865,0.28644487261772156,0.8288897275924683,0.37131497263908386,0.8520708084106445,0.2790604531764984,0.8447490930557251,0.39687269926071167,0.8609279990196228
18,0.3409452736377716,0.672600507736206,0.38935762643814087,0.6746537685394287,0.33590859174728394,0.7471120953559875,0.3627474009990692,0.751835286617279,0.3224180340766907,0.7923207879066467,0.3864523470401764,0.795164167881012,0.28660711646080017,0.8291864991188049,0.3720656633377075,0.8519887328147888,0.2812204360961914,0.8381249904632568,0.3967841565608978,0.8608992099761963
19,0.3515167534351349,0.6679989099502563,0.3994887173175812,0.6703668832778931,0.34619849920272827,0.742293655872345,0.372144877910614,0.7465389966964722,0.3449052572250366,0.7888607382774353,0.3898647725582123,0.7950935959815979,0.31045469641685486,0.82628333568573,0.37172016501426697,0.8514642715454102,0.30676016211509705,0.8409716486930847,0.3963233232498169,0.8608777523040771
20,0.35195380449295044,0.6671906113624573,0.40048500895500183,0.6697004437446594,0.3478529751300812,0.7405353784561157,0.37415051460266113,0.7445613145828247,0.3451807498931885,0.7875685095787048,0.38977062702178955,0.79510897397995,0.31367728114128113,0.825947642326355,0.3722156584262848,0.8513525128364563,0.31161919236183167,0.8397813439369202,0.3965303301811218,0.8609147667884827
21,0.3622753918170929,0.6632708311080933,0.40994876623153687,0.6654430031776428,0.3571605384349823,0.7378917932510376,0.38255900144577026,0.7424005270004272,0.3640438914299011,0.7827818989753723,0.39521610736846924,0.7944753766059875,0.3354962170124054,0.8253265619277954,0.3736996650695801,0.8493363261222839,0.3388582170009613,0.8374497294425964,0.39689478278160095,0.8605105876922607
22,0.3627997040748596,0.6620844006538391,0.4101406931877136,0.6642725467681885,0.35969480872154236,0.7377372980117798,0.38476699590682983,0.7421030402183533,0.3658299744129181,0.7839277386665344,0.3959031105041504,0.7944395542144775,0.3400898873806,0.8239085078239441,0.373495876789093,0.8490227460861206,0.343240350484848,0.8347787857055664,0.3968101143836975,0.8604609370231628
23,0.363264799118042,0.661304771900177,0.41088005900382996,0.6640805602073669,0.35948243737220764,0.7369169592857361,0.3846307098865509,0.7411049604415894,0.3648120164871216,0.7844525575637817,0.39611297845840454,0.7947252988815308,0.3403095602989197,0.8246145248413086,0.37373653054237366,0.8490139245986938,0.3406076431274414,0.8338946104049683,0.39680662751197815,0.8605071902275085
24,0.3632660210132599,0.6613811254501343,0.4106461703777313,0.6635011434555054,0.35926949977874756,0.7366625666618347,0.383772611618042,0.7409877181053162,0.36485373973846436,0.7848842144012451,0.39629045128822327,0.7947334051132202,0.3395676016807556,0.8249609470367432,0.37366825342178345,0.849089503288269,0.34028586745262146,0.8329692482948303,0.39683762192726135,0.8606407046318054
25,0.3713016211986542,0.6603643298149109,0.4183487296104431,0.6617637872695923,0.3683949410915375,0.7354874610900879,0.3928479552268982,0.7396786212921143,0.37887775897979736,0.7834872007369995,0.4047130048274994,0.7932223081588745,0.36101600527763367,0.8250881433486938,0.3784904181957245,0.846584141254425,0.36947202682495117,0.84070885181427,0.39737409353256226,0.86045241355896
26,0.3715161979198456,0.66014164686203,0.41889259219169617,0.6607276797294617,0.3709494173526764,0.734906792640686,0.39489665627479553,0.7388287782669067,0.3817235231399536,0.7837403416633606,0.4063168466091156,0.7927723526954651,0.36095118522644043,0.8253721594810486,0.3799206614494324,0.8456961512565613,0.36878684163093567,0.841817319393158,0.3973273038864136,0.860337495803833
27,0.38160818815231323,0.6586323380470276,0.4283807873725891,0.6602886319160461,0.3795536756515503,0.7340642213821411,0.40316399931907654,0.7374696731567383,0.39581120014190674,0.7790473699569702,0.4198229908943176,0.7884658575057983,0.38815465569496155,0.8257576823234558,0.3896936774253845,0.837488055229187,0.39406242966651917,0.8433840274810791,0.39838388562202454,0.8600999712944031
28,0.3813435137271881,0.6581154465675354,0.4281631410121918,0.6584586501121521,0.3804844319820404,0.7330437302589417,0.4046534299850464,0.7357265949249268,0.39714881777763367,0.7781797647476196,0.4217703938484192,0.7862446904182434,0.3896311819553375,0.8261051774024963,0.39126473665237427,0.8350717425346375,0.3952130675315857,0.8465835452079773,0.39852073788642883,0.8600091934204102
29,0.3907758593559265,0.6580703258514404,0.438546746969223,0.6597140431404114,0.38956117630004883,0.7341203689575195,0.4131186902523041,0.7368710041046143,0.4121719300746918,0.7791256308555603,0.4355228543281555,0.7847458720207214,0.4088633954524994,0.828755259513855,0.4045260548591614,0.8333276510238647,0.4211965799331665,0.8458057641983032,0.41233405470848083,0.856955885887146
30,0.39157676696777344,0.6579276323318481,0.43825238943099976,0.6595304608345032,0.39028531312942505,0.7341089844703674,0.4138924777507782,0.73622727394104,0.4132707417011261,0.7792971134185791,0.43515294790267944,0.7848234176635742,0.408336341381073,0.8302983641624451,0.40506231784820557,0.8333984613418579,0.42253321409225464,0.8458988666534424,0.4143171012401581,0.8569633364677429
31,0.4014182984828949,0.6580727100372314,0.4475034475326538,0.6601391434669495,0.40088510513305664,0.7359020709991455,0.42327582836151123,0.7369706630706787,0.43024301528930664,0.7798290848731995,0.4493536949157715,0.7831897139549255,0.4234173595905304,0.8303669691085815,0.4184592366218567,0.8344739079475403,0.4420207440853119,0.8419958353042603,0.4289313852787018,0.857172966003418
32,0.4018805921077728,0.6587962508201599,0.4475938081741333,0.6607285141944885,0.3998775780200958,0.7364539504051208,0.42198795080184937,0.7373756170272827,0.4294739067554474,0.7805595397949219,0.4504804313182831,0.782946765422821,0.4263213276863098,0.8313611149787903,0.41929736733436584,0.8347148299217224,0.4437054395675659,0.8419310450553894,0.4298613369464874,0.8565624952316284
33,0.4119230806827545,0.6636271476745605,0.4561571478843689,0.6670952439308167,0.41220822930336,0.7420859336853027,0.43366754055023193,0.7434660792350769,0.4530913531780243,0.780220091342926,0.4641105532646179,0.7836717963218689,0.45313334465026855,0.8252950310707092,0.4356715679168701,0.8348950743675232,0.46936556696891785,0.829379677772522,0.45060601830482483,0.8588196635246277
34,0.41290903091430664,0.6651198267936707,0.45756781101226807,0.6690232753753662,0.4113421142101288,0.7421541213989258,0.4327941834926605,0.7433533668518066,0.4490697681903839,0.7789414525032043,0.4646308422088623,0.7841379046440125,0.4517807364463806,0.8253599405288696,0.4370497763156891,0.8357053399085999,0.4710637331008911,0.8271409869194031,0.4504769742488861,0.8588709235191345
35,0.41342422366142273,0.6656016707420349,0.457628071308136,0.6695369482040405,0.4124823808670044,0.7425121665000916,0.433395653963089,0.7433395981788635,0.44900771975517273,0.779032826423645,0.4662933349609375,0.7845430970191956,0.4493817090988159,0.8257012963294983,0.43810373544692993,0.83620285987854,0.4689543545246124,0.8278372883796692,0.45115312933921814,0.8589749932289124
36,0.41379573941230774,0.6655941605567932,0.4573897123336792,0.6698997020721436,0.41322410106658936,0.7431517839431763,0.43365776538848877,0.7437989711761475,0.4501567482948303,0.7791718244552612,0.46677109599113464,0.7848457098007202,0.4512682259082794,0.8259276747703552,0.4378367066383362,0.8365026712417603,0.4713759422302246,0.8277826905250549,0.45070213079452515,0.8591437339782715
37,0.4249853789806366,0.6717590093612671,0.4670392870903015,0.6780015230178833,0.42311424016952515,0.7486184239387512,0.4429345726966858,0.7502973675727844,0.46433225274086,0.7792476415634155,0.4798877239227295,0.7851064205169678,0.46815845370292664,0.8253806233406067,0.46057620644569397,0.8366199135780334,0.4869350790977478,0.8272656798362732,0.47387614846229553,0.8591485619544983
38,0.4265138804912567,0.67268967628479,0.468790739774704,0.6800592541694641,0.42311328649520874,0.7472373843193054,0.44293326139450073,0.7499150037765503,0.4629122018814087,0.7786377668380737,0.47850120067596436,0.7852897644042969,0.47022154927253723,0.8238286375999451,0.460007905960083,0.8366382122039795,0.4911801517009735,0.8257899880409241,0.473704069852829,0.8593698143959045
39,0.4381312131881714,0.6795766949653625,0.47654521465301514,0.6896118521690369,0.4291553497314453,0.7521427869796753,0.44995638728141785,0.7567993998527527,0.4677855670452118,0.7784227132797241,0.4874965250492096,0.7858787775039673,0.46999257802963257,0.821791410446167,0.4800284802913666,0.8326299786567688,0.48606398701667786,0.8255470395088196,0.49670714139938354,0.8455111980438232
40,0.439436674118042,0.6801362633705139,0.4778817594051361,0.6907682418823242,0.4288937449455261,0.7524102926254272,0.44984927773475647,0.7574890851974487,0.46783730387687683,0.7759247422218323,0.48959943652153015,0.7845991253852844,0.4698394238948822,0.8190745711326599,0.4824286699295044,0.8286199569702148,0.48603612184524536,0.8253506422042847,0.49729475378990173,0.8396251201629639
41,0.44783690571784973,0.6883636116981506,0.48652106523513794,0.6969591975212097,0.4389224946498871,0.7606572508811951,0.4604088366031647,0.7652250528335571,0.47579365968704224,0.776165783405304,0.5007493495941162,0.7864554524421692,0.4749647378921509,0.8202322125434875,0.5092302560806274,0.8464441895484924,0.4897872507572174,0.8262105584144592,0.5325472354888916,0.8508021235466003
42,0.4500237703323364,0.6888667345046997,0.4876371920108795,0.6973269581794739,0.43868258595466614,0.7589704990386963,0.45983466506004333,0.7633801698684692,0.4761214852333069,0.7763643860816956,0.5021270513534546,0.7875428199768066,0.4759657680988312,0.8209126591682434,0.5120581388473511,0.8468443155288696,0.48940667510032654,0.8267289996147156,0.5337982177734375,0.8525857925415039
43,0.4588855803012848,0.6911918520927429,0.4963637888431549,0.7022312879562378,0.44724366068840027,0.7617829442024231,0.4685327410697937,0.7657015323638916,0.48402297496795654,0.7803541421890259,0.5125030875205994,0.7934867739677429,0.47450748085975647,0.8211055397987366,0.5230346918106079,0.8519230484962463,0.49457672238349915,0.8270447850227356,0.5504465103149414,0.8564157485961914
44,0.4600558876991272,0.6911749243736267,0.4966486990451813,0.7025496363639832,0.4463910460472107,0.7619046568870544,0.46750661730766296,0.7656561136245728,0.4834041893482208,0.7819430828094482,0.5139354467391968,0.7940579056739807,0.4733550548553467,0.8225852847099304,0.5237691402435303,0.8520675897598267,0.4942481517791748,0.8270807862281799,0.5493814945220947,0.8580628037452698
45,0.46619102358818054,0.6933858394622803,0.5035987496376038,0.7048273682594299,0.45363977551460266,0.7628589272499084,0.4752906262874603,0.7670177221298218,0.48768287897109985,0.7835865616798401,0.5211997628211975,0.7950031757354736,0.47425833344459534,0.8233366012573242,0.5281198024749756,0.852801501750946,0.4952370226383209,0.8271423578262329,0.5560414791107178,0.8613471388816833
46,0.4668625593185425,0.6931808590888977,0.5042358040809631,0.7041680216789246,0.45379796624183655,0.7634677290916443,0.4757731854915619,0.7672982215881348,0.4840102195739746,0.7846009135246277,0.5222727656364441,0.7949144244194031,0.4746357500553131,0.8238456845283508,0.5297814607620239,0.8525340557098389,0.4944506287574768,0.8272736668586731,0.5567314624786377,0.8624566793441772
47,0.4673614203929901,0.6933086514472961,0.5038074254989624,0.7045340538024902,0.4541609585285187,0.7638943791389465,0.4753660559654236,0.7676088213920593,0.4843864440917969,0.785506010055542,0.5211625695228577,0.7946847677230835,0.474548876285553,0.8243945837020874,0.5305386781692505,0.8532155156135559,0.49382293224334717,0.8272918462753296,0.5566330552101135,0.8628323078155518
48,0.46723997592926025,0.6933964490890503,0.5039332509040833,0.7044515609741211,0.4537140429019928,0.7637684345245361,0.47504207491874695,0.7677539587020874,0.4852766990661621,0.7853509783744812,0.5204253196716309,0.7947052121162415,0.4743436276912689,0.8245941996574402,0.530845046043396,0.8531062006950378,0.4940895438194275,0.8275756239891052,0.5568826198577881,0.8626506328582764
49,0.4728858172893524,0.6923924088478088,0.5101482272148132,0.7050392031669617,0.4609430134296417,0.7642242312431335,0.4840131103992462,0.7685716152191162,0.4907420575618744,0.7852467894554138,0.5327664613723755,0.7970463037490845,0.4756821095943451,0.8242151141166687,0.5330350995063782,0.8545852899551392,0.49495235085487366,0.8294508457183838,0.557937502861023,0.8686637878417969
50,0.4740385413169861,0.6919018626213074,0.5110676884651184,0.7048196792602539,0.46362441778182983,0.7652661800384521,0.48594754934310913,0.7698433995246887,0.49097710847854614,0.7853028774261475,0.5337391495704651,0.7989246845245361,0.4755338132381439,0.8240675330162048,0.5333188772201538,0.8550039529800415,0.4953223764896393,0.8298110365867615,0.557731032371521,0.8686683773994446
51,0.47821685671806335,0.6915404200553894,0.5156963467597961,0.7036377787590027,0.4707159698009491,0.7652090191841125,0.4933803677558899,0.7702400088310242,0.4944162666797638,0.784838855266571,0.5391366481781006,0.8002672791481018,0.4795689880847931,0.8231533765792847,0.5336295366287231,0.8554655909538269,0.49580812454223633,0.829585075378418,0.558074414730072,0.8693861961364746
52,0.4788757264614105,0.691276490688324,0.5166445970535278,0.7029985785484314,0.47241121530532837,0.7653763890266418,0.4940200448036194,0.770318329334259,0.4921189248561859,0.7846372127532959,0.5402785539627075,0.8001298904418945,0.4812752306461334,0.8230825066566467,0.5323238372802734,0.8567984104156494,0.49493271112442017,0.8295658826828003,0.5573923587799072,0.8696550726890564
53,0.4843886196613312,0.691081166267395,0.5188027024269104,0.7013458013534546,0.4797203540802002,0.7653517127037048,0.5000003576278687,0.770455002784729,0.4958069622516632,0.7878251075744629,0.5421909093856812,0.8001323342323303,0.4846808910369873,0.8267882466316223,0.5330448746681213,0.857431948184967,0.4972771406173706,0.8312020897865295,0.5565804243087769,0.8697441816329956
54,0.4858294725418091,0.6900129914283752,0.5186600089073181,0.7002347707748413,0.4813428521156311,0.7650766372680664,0.5011669397354126,0.7699355483055115,0.4966137707233429,0.790027379989624,0.542175829410553,0.8001879453659058,0.4833860993385315,0.8283532857894897,0.5331240296363831,0.8574381470680237,0.4978894591331482,0.8332446813583374,0.5577237606048584,0.8702713847160339
55,0.4916851818561554,0.6885930895805359,0.521571934223175,0.6963374018669128,0.48707088828086853,0.7650200724601746,0.5057885646820068,0.7695306539535522,0.5088196396827698,0.7911405563354492,0.54514479637146,0.8001445531845093,0.48717138171195984,0.8314906358718872,0.5331292748451233,0.8573905229568481,0.4976820647716522,0.8415225744247437,0.5585172176361084,0.8708055019378662
56,0.4955066740512848,0.687979519367218,0.5202444791793823,0.6949171423912048,0.49012938141822815,0.7648621201515198,0.5062857866287231,0.7678495049476624,0.5101345777511597,0.7923734188079834,0.5456578731536865,0.7999143004417419,0.4885799288749695,0.8334047794342041,0.5337440371513367,0.8570634722709656,0.498017281293869,0.8454591631889343,0.5584876537322998,0.8703581094741821
57,0.5057296752929688,0.6879949569702148,0.5179588794708252,0.6924766302108765,0.4958806335926056,0.7644872069358826,0.5060479640960693,0.7632580995559692,0.5204044580459595,0.7957424521446228,0.5467892289161682,0.7998825311660767,0.49010035395622253,0.836941123008728,0.5351563096046448,0.8569687008857727,0.5023031234741211,0.8537651300430298,0.5584712028503418,0.8700729608535767
58,0.5109344720840454,0.6882222294807434,0.5134799480438232,0.6894161105155945,0.49912530183792114,0.7642356753349304,0.5065631866455078,0.7616837620735168,0.5213714241981506,0.7968579530715942,0.546848475933075,0.7997198104858398,0.4902348518371582,0.8383901119232178,0.5356704592704773,0.856862485408783,0.5036497116088867,0.8552262187004089,0.5586356520652771,0.869897186756134
59,0.5138382315635681,0.6887537837028503,0.5106080174446106,0.6888338327407837,0.501951277256012,0.7635530829429626,0.5081833004951477,0.7603434324264526,0.5209763646125793,0.7982452511787415,0.5473211407661438,0.7997328639030457,0.49078017473220825,0.8386232256889343,0.5362102389335632,0.8568503260612488,0.5051186680793762,0.8544524312019348,0.5592243075370789,0.8698441982269287
60,0.5192573666572571,0.6894882321357727,0.5065023899078369,0.6880512237548828,0.5049661993980408,0.7629544734954834,0.5074506402015686,0.7591550350189209,0.5203327536582947,0.7986164689064026,0.5470254421234131,0.7996914386749268,0.49074724316596985,0.8384681940078735,0.5365493893623352,0.8567725419998169,0.5038743615150452,0.8552202582359314,0.5598702430725098,0.870389997959137
61,0.5211597681045532,0.6911682486534119,0.50734943151474,0.6893108487129211,0.510985255241394,0.7634072303771973,0.5075600743293762,0.7600386142730713,0.53553307056427,0.7995366454124451,0.5456576347351074,0.8001134991645813,0.49665066599845886,0.8408779501914978,0.5363460779190063,0.8572441339492798,0.5069846510887146,0.8619717359542847,0.5598632097244263,0.8717257976531982
62,0.5220343470573425,0.6914874911308289,0.5077189803123474,0.6899141669273376,0.5123134851455688,0.7634700536727905,0.5081931352615356,0.7604843378067017,0.5348654389381409,0.8003389835357666,0.5451337099075317,0.8004955053329468,0.4969256520271301,0.8421741724014282,0.5364927649497986,0.8574367761611938,0.5074335336685181,0.8636077642440796,0.560135006904602,0.872169554233551
63,0.5216876268386841,0.6930394768714905,0.5143631100654602,0.6928317546844482,0.5137619376182556,0.7648369669914246,0.5148321986198425,0.7636955976486206,0.5301133990287781,0.8079315423965454,0.549059271812439,0.8059401512145996,0.503631055355072,0.8529355525970459,0.5374425053596497,0.8619661927223206,0.5141985416412354,0.8722038865089417,0.5604683756828308,0.8785998821258545
64,0.5240294337272644,0.6946916580200195,0.5157060027122498,0.693873941898346,0.5153718590736389,0.7663446068763733,0.5147063732147217,0.7655637264251709,0.5300745368003845,0.80925452709198,0.5506900548934937,0.8080835342407227,0.5034781694412231,0.8557630777359009,0.537239134311676,0.8643601536750793,0.5159496665000916,0.8739611506462097,0.5605008602142334,0.8795828223228455
65,0.5256847739219666,0.6975029706954956,0.5220075249671936,0.6985609531402588,0.5183724761009216,0.7710211277008057,0.5201583504676819,0.7702255249023438,0.528856635093689,0.8179401159286499,0.5562946796417236,0.817030668258667,0.5017896294593811,0.8628256320953369,0.5398898720741272,0.873553454875946,0.5172262191772461,0.8770499229431152,0.5630201697349548,0.8877085447311401
66,0.5285689234733582,0.6980260014533997,0.5224291086196899,0.697998046875,0.5197292566299438,0.7716677188873291,0.5193207859992981,0.77008056640625,0.5281745195388794,0.8189753293991089,0.5572962164878845,0.8174880146980286,0.5004572868347168,0.8639291524887085,0.5398321151733398,0.8749030828475952,0.5164312720298767,0.8779135942459106,0.5632586479187012,0.889725923538208
67,0.5309215784072876,0.7012228965759277,0.5295200943946838,0.7033151388168335,0.5220006704330444,0.7773658037185669,0.5253157019615173,0.7779260277748108,0.5309394598007202,0.823686957359314,0.5604454278945923,0.8240645527839661,0.4997258484363556,0.8660593032836914,0.54236900806427,0.883152961730957,0.5182929039001465,0.8782529830932617,0.565905749797821,0.8987054824829102
68,0.529977560043335,0.7025308609008789,0.5307863354682922,0.7043514847755432,0.522645890712738,0.7796332240104675,0.5276877284049988,0.7805178165435791,0.5303071141242981,0.8236660361289978,0.5611488223075867,0.8249174952507019,0.4994739890098572,0.8665276169776917,0.5435000658035278,0.8841492533683777,0.5173654556274414,0.8779965043067932,0.5661255121231079,0.9007644057273865
69,0.5352104306221008,0.7056068181991577,0.5355165004730225,0.7096356153488159,0.5286745429039001,0.7828788757324219,0.5322287082672119,0.7841683030128479,0.5307896733283997,0.8272477984428406,0.5611639618873596,0.8298354148864746,0.5000393390655518,0.8670783042907715,0.5480991005897522,0.8912394046783447,0.5179356336593628,0.8793751001358032,0.5710793137550354,0.9045925736427307
70,0.5364544987678528,0.7053898572921753,0.5347241163253784,0.7087756395339966,0.5283311009407043,0.7809865474700928,0.5318162441253662,0.7820751667022705,0.5303961634635925,0.8275659084320068,0.5612720251083374,0.8288577795028687,0.5003712773323059,0.8677400350570679,0.5495002269744873,0.8911329507827759,0.5174663066864014,0.8802695274353027,0.5726431012153625,0.9061368107795715
71,0.5357490181922913,0.7056028842926025,0.5359343886375427,0.7093181610107422,0.526983916759491,0.7820506691932678,0.5323998928070068,0.7833312153816223,0.5298985242843628,0.8285082578659058,0.5610285997390747,0.8290306329727173,0.5005900263786316,0.8686158061027527,0.549502432346344,0.8918260931968689,0.5177738070487976,0.8797613978385925,0.5731834173202515,0.9060776829719543
72,0.5357528924942017,0.7052109241485596,0.5348231196403503,0.7087432146072388,0.5267358422279358,0.7809940576553345,0.5315415859222412,0.782101035118103,0.5308334231376648,0.8285172581672668,0.5609069466590881,0.8290129899978638,0.5011559128761292,0.8678428530693054,0.5493044853210449,0.8919013738632202,0.5183899402618408,0.8790407180786133,0.5732418298721313,0.9056838154792786
73,0.542975127696991,0.7054063677787781,0.5343361496925354,0.7130622267723083,0.5364547967910767,0.7833709120750427,0.5353743433952332,0.7846527099609375,0.5329112410545349,0.8302233219146729,0.5607171654701233,0.8347927331924438,0.502160906791687,0.8669244647026062,0.554520308971405,0.8961573243141174,0.5179317593574524,0.8791618347167969,0.5754380226135254,0.9077288508415222
74,0.5440037846565247,0.7052709460258484,0.5344234108924866,0.7135543823242188,0.5387759804725647,0.7841793298721313,0.5361632704734802,0.7856684923171997,0.5331893563270569,0.8307928442955017,0.5605826377868652,0.8348159790039062,0.501973032951355,0.8663517236709595,0.5555862784385681,0.8966301083564758,0.5175996422767639,0.8797250390052795,0.5778665542602539,0.9091055989265442
