frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y,centroid_x,centroid_y,hip_center_x,hip_center_y,stance_width,dx,dy,distance,speed,speed_px_per_sec,centroid_x_smooth,centroid_y_smooth,rolling_speed_mean,rolling_speed_std,speed_smoothed,acceleration,cumulative_distance,path_length,straight_distance,path_efficiency,direction_code,direction_BACKWARD,direction_FORWARD,direction_LEFT,direction_RIGHT,direction_STILL,direction_change,trajectory_angle,movement_range_x,movement_range_y,court_zone,stability_index,recovery_distance,recovery_time
10,0.3025631308555603,0.6885488629341125,0.3534075915813446,0.6886352896690369,0.2955453991889953,0.7576689720153809,0.3233106732368469,0.760373592376709,0.2658460736274719,0.803441047668457,0.368901789188385,0.7881313562393188,0.2288957983255386,0.8463269472122192,0.3690921664237976,0.8501988649368286,0.2276135087013244,0.8542270064353943,0.3946844637393951,0.8554745316505432,0.312986059486866,0.7893026471138,0.30942803621292114,0.7590212821960449,0.14024982486551874,0.0012521937489509694,-0.000471615791320823,0.0013380622704250535,0.0013380622704250535,147.45932768653824,0.31474584847688675,0.7893034482002259,0.003577345852950821,0.003290157793353359,0.003577345852950821,-0.006191678257920795,0.03069382203842566,0.03069382203842566,0.030067901792426802,0.9796076146784435,4,0,0,0,1,0,0,-20.63796186790638,0.01591597795486449,0.004812061786651611,6,0.9916129030983422,0.18096929076985338,2
11,0.3151062130928039,0.6843767762184143,0.3647772967815399,0.6849492192268372,0.3084923326969147,0.7560039758682251,0.3355887830257416,0.758525013923645,0.2795186638832092,0.8023414015769958,0.3776136040687561,0.7896384596824646,0.2384868860244751,0.8421598672866821,0.3707874417304992,0.8502047061920166,0.2304637283086776,0.8526406288146973,0.3968217074871063,0.8582104444503784,0.3217656657099724,0.7879050493240356,0.3220405578613281,0.7572644948959351,0.13254492247210217,0.008779606223106418,-0.0013975977897644487,0.008890149887080836,0.008890149887080836,1015.4910734408854,0.31853165596723554,0.78851100564003,0.0051302092245405165,0.0036558036580980587,0.0051302092245405165,0.007552087616655783,0.0395839719255065,0.0395839719255065,0.03891897973404637,0.9832004682927832,4,0,0,0,1,0,0,-9.044843598262068,0.018147093057632457,0.00434587001800546,6,0.9909523112955851,0.16945363363412425,3
12,0.3159813284873962,0.6830503344535828,0.3661397695541382,0.6839646697044373,0.309549868106842,0.7561394572257996,0.3362678587436676,0.7590884566307068,0.2807978093624115,0.8019483089447021,0.379227876663208,0.7921648025512695,0.2409716248512268,0.8402252197265625,0.3719539940357208,0.8511400818824768,0.2303609400987625,0.8528169989585876,0.39712855219841,0.8597663044929504,0.32283796221017835,0.7880304634571076,0.3229088634252548,0.7576139569282532,0.13143635438137236,0.0010722965002059603,0.00012541413307198823,0.00107960571002943,0.00107960571002943,123.79972341836698,0.3208704140782356,0.7880157148838044,0.003984418980514957,0.0038886361021749183,0.003984418980514957,-0.007810544177051406,0.04066357763553593,0.04066357763553593,0.039932410051724807,0.982019103425564,4,0,0,0,1,0,0,6.670917764669509,0.0184322729706764,0.0035997688770295078,6,0.990966299061393,0.16851958200964834,0
13,0.3168278932571411,0.6817809343338013,0.3662080466747284,0.6830170750617981,0.3099994361400604,0.7553277015686035,0.3374123275279999,0.7585948705673218,0.2813712656497955,0.8014327883720398,0.3787480592727661,0.7926892638206482,0.2415840923786163,0.839539110660553,0.3715810179710388,0.8512468934059143,0.2321546077728271,0.8514314293861389,0.3974605202674866,0.8603659868240356,0.323334726691246,0.7875426054000855,0.32370588183403015,0.7569612860679626,0.13052307397657478,0.0004967644810676686,-0.00048785805702211693,0.0006962617564191108,0.0006962617564191108,65.38072908926809,0.3249711632728577,0.7872976398468017,0.003906764030460056,0.003964166717376111,0.003906764030460056,-0.00038334395361031915,0.04135983939195504,0.04135983939195504,0.040529222126465245,0.9799172995422376,4,0,0,0,1,0,0,-44.4817439460669,0.011600860953331016,0.0022316575050354004,6,0.9933948811803768,0.16796890563719022,0
14,0.3171308636665344,0.6813836693763733,0.3663704395294189,0.6828196048736572,0.3099750280380249,0.7540931105613708,0.3378249108791351,0.7577049136161804,0.2821557223796844,0.8008200526237488,0.3782109022140503,0.7931062579154968,0.241850346326828,0.8391474485397339,0.3711871802806854,0.8513069748878479,0.2322445511817932,0.8516731262207031,0.3973266184329986,0.8609229326248169,0.32342765629291537,0.7872978091239929,0.32389996945858,0.7558990120887756,0.12990716184344173,9.292960166934483e-05,-0.0002447962760925293,0.0002618417989076475,0.0002618417989076475,19.137928753734602,0.32756515115499496,0.7867349660396575,0.0024531842845724157,0.003621239429883374,0.0024531842845724157,-0.0004344199575114633,0.04162168119086269,0.04162168119086269,0.04067819267920581,0.9773318019680569,2,1,0,0,0,0,1,-69.21222850245952,0.010441596806049391,0.0020048379898071067,6,0.9947946867884216,0.16812569739793287,0
15,0.3275352716445923,0.6789791584014893,0.3771288096904754,0.6797337532043457,0.3206487596035003,0.7530847191810608,0.3474028408527374,0.7569526433944702,0.2988752722740173,0.7983897924423218,0.3824416697025299,0.7939660549163818,0.2605007290840149,0.8350306749343872,0.3711764812469482,0.8514171242713928,0.252273291349411,0.848570704460144,0.396914929151535,0.8609980940818787,0.3334898054599762,0.7857122719287872,0.3340258002281189,0.7550186812877655,0.11188224988221003,0.01006214916706083,-0.0015855371952057107,0.010186303257686949,0.010186303257686949,1163.7428016169877,0.3323144692182541,0.7855974984169006,0.004222832482024795,0.004882439407364516,0.004222832482024795,0.009924461458779302,0.051807984448549636,0.051807984448549636,0.05083242191602781,0.9811696489854638,4,0,0,0,1,0,1,-8.954718660633379,0.011724139750003804,0.002318191528320357,7,0.9942924748872592,0.15888305485952076,1
16,0.3289494812488556,0.6773452162742615,0.3786655962467193,0.6781676411628723,0.3225212693214416,0.7516893148422241,0.3495215475559234,0.7559316158294678,0.3001224994659424,0.7976823449134827,0.3828918039798736,0.7944382429122925,0.2616824209690094,0.8344132304191589,0.3710417449474334,0.8520194292068481,0.2554592192173004,0.8482611775398254,0.3965004682540893,0.8609685897827148,0.33473560512065886,0.7850916802883148,0.3360214084386825,0.753810465335846,0.11076750415518775,0.0012457996606826671,-0.0006205916404724565,0.0013918156410894884,0.0013918156410894884,149.04882062276022,0.3371376568078995,0.7843666982650757,0.002723165632826525,0.004193407312900298,0.002723165632826525,-0.00879448761659746,0.05319980008963913,0.05319980008963913,0.052187025246075,0.9809628073440567,4,0,0,0,1,0,0,-26.480063178314666,0.01189764291048051,0.0029387831687928134,7,0.9927905962350719,0.1574433230575391,2
17,0.3403054177761078,0.6738384366035461,0.3892710506916046,0.6757587194442749,0.3347893059253692,0.7473874688148499,0.3605507612228393,0.7521661520004272,0.3208082318305969,0.7927134037017822,0.3864277601242065,0.7949294447898865,0.2864448726177215,0.8288897275924683,0.3713149726390838,0.8520708084106445,0.2790604531764984,0.8447490930557251,0.3968726992607116,0.8609279990196228,0.346584552526474,0.7823431253433227,0.34767003357410425,0.7497768104076385,0.08797895421937488,0.011848947405815158,-0.0027485549449920432,0.012163556589723828,0.012163556589723828,1376.6153313967136,0.34423967003822326,0.7827221322059631,0.004939955808765405,0.005748642412476417,0.004939955808765405,0.01077174094863434,0.06536335667936295,0.06536335667936295,0.06435042982254659,0.9845031389409018,4,0,0,0,1,0,0,-13.059711737810257,0.023249825835228,0.00519948005676274,7,0.9884179509422406,0.14823152731235995,3
18,0.3409452736377716,0.672600507736206,0.3893576264381408,0.6746537685394287,0.3359085917472839,0.7471120953559875,0.3627474009990692,0.751835286617279,0.3224180340766907,0.7923207879066467,0.3864523470401764,0.795164167881012,0.2866071164608001,0.8291864991188049,0.3720656633377075,0.8519887328147888,0.2812204360961914,0.8381249904632568,0.3967841565608978,0.8608992099761963,0.34745066463947294,0.7813886046409607,0.3493279963731766,0.7494736909866333,0.08844831878469395,0.000866112112998918,-0.0009545207023620161,0.001288898740600334,0.001288898740600334,117.39667088226277,0.3496104317903519,0.7812329077720642,0.005058483205601649,0.005644435160672981,0.005058483205601649,-0.010874657849123493,0.06665225541996328,0.06665225541996328,0.0654171899645877,0.9814700125660615,2,1,0,0,0,0,1,-47.78005712372517,0.024023008346557573,0.0059092044830322266,7,0.9876768302788747,0.14684503768861676,0
19,0.3515167534351349,0.6679989099502563,0.3994887173175812,0.6703668832778931,0.3461984992027282,0.742293655872345,0.372144877910614,0.7465389966964722,0.3449052572250366,0.7888607382774353,0.3898647725582123,0.7950935959815979,0.3104546964168548,0.82628333568573,0.3717201650142669,0.8514642715454102,0.306760162115097,0.8409716486930847,0.3963233232498169,0.8608777523040771,0.3589377224445343,0.7790749788284301,0.35917168855667114,0.7444163262844086,0.06623848709949387,0.011487057805061374,-0.002313625812530584,0.011717737043355651,0.011717737043355651,1331.819057265865,0.35698636233806613,0.7793923044204711,0.00734966225449125,0.005534640432156418,0.00734966225449125,0.010428838302755317,0.07836999246331894,0.07836999246331894,0.07712494017894699,0.9841131503878261,4,0,0,0,1,0,1,-11.387675108539781,0.025447916984558117,0.0066372931003571,7,0.9869821932744854,0.14025041150174336,1
20,0.3519538044929504,0.6671906113624573,0.4004850089550018,0.6697004437446594,0.3478529751300812,0.7405353784561157,0.3741505146026611,0.7445613145828247,0.3451807498931885,0.7875685095787048,0.3897706270217895,0.79510897397995,0.3136772811412811,0.825947642326355,0.3722156584262848,0.8513525128364563,0.3116191923618316,0.8397813439369202,0.3965303301811218,0.8609147667884827,0.3603436142206192,0.7782661497592926,0.36100174486637115,0.7425483465194702,0.06381339248775648,0.001405891776084911,-0.0008088290691374844,0.0016219544226472565,0.0016219544226472565,170.23393801468316,0.3623248821496963,0.777978390455246,0.005636792487483311,0.005758026343404246,0.005636792487483311,-0.010095782620708395,0.0799919468859662,0.0799919468859662,0.07868265807621083,0.983632242235311,4,0,0,0,1,0,0,-29.912415965754175,0.02560800909996036,0.006825530529022128,7,0.9869951904426933,0.13953522950800273,2
21,0.3622753918170929,0.6632708311080933,0.4099487662315368,0.6654430031776428,0.3571605384349823,0.7378917932510376,0.3825590014457702,0.7424005270004272,0.3640438914299011,0.7827818989753723,0.3952161073684692,0.7944753766059875,0.3354962170124054,0.8253265619277954,0.3736996650695801,0.8493363261222839,0.3388582170009613,0.8374497294425964,0.3968947827816009,0.8605105876922607,0.37161525785923005,0.7758886635303497,0.3698597699403763,0.7401461601257324,0.04512174885941576,0.011271643638610829,-0.00237748622894296,0.011519652385582188,0.011519652385582188,1307.6443658012117,0.36744761645793916,0.776712976694107,0.0076623598363818515,0.005672148319088854,0.0076623598363818515,0.009897697962934932,0.09151159927154838,0.09151159927154838,0.09019626142701136,0.9856265451045836,4,0,0,0,1,0,0,-11.910601742112444,0.02503070533275603,0.006454461812973045,7,0.9872520051767054,0.13311275496307745,3
22,0.3627997040748596,0.6620844006538391,0.4101406931877136,0.6642725467681885,0.3596948087215423,0.7377372980117798,0.3847669959068298,0.7421030402183533,0.3658299744129181,0.7839277386665344,0.3959031105041504,0.7944395542144775,0.3400898873806,0.8239085078239441,0.373495876789093,0.8490227460861206,0.343240350484848,0.8347787857055664,0.3968101143836975,0.8604609370231628,0.37327715158462527,0.7752735555171967,0.37223090231418604,0.7399201691150665,0.04179336181560081,0.0016618937253952137,-0.0006151080131530096,0.0017720746661337454,0.0017720746661337454,195.56188790958015,0.3702292287349701,0.775894192457199,0.005584063451663835,0.005512058918313977,0.005584063451663835,-0.009747577719448442,0.09328367393768212,0.09328367393768212,0.09195658678955597,0.9857736397795319,4,0,0,0,1,0,0,-20.31076082771829,0.025826486945152327,0.006115049123764038,7,0.9871644360609868,0.13122488329901233,4
23,0.363264799118042,0.661304771900177,0.4108800590038299,0.6640805602073669,0.3594824373722076,0.7369169592857361,0.3846307098865509,0.7411049604415894,0.3648120164871216,0.7844525575637817,0.3961129784584045,0.7947252988815308,0.3403095602989197,0.8246145248413086,0.3737365305423736,0.8490139245986938,0.3406076431274414,0.8338946104049683,0.3968066275119781,0.8605071902275085,0.37306433618068696,0.7750615358352662,0.3720565736293793,0.7390109598636627,0.04138469582076744,-0.00021281540393830456,-0.0002120196819305198,0.00030040429703874494,0.00030040429703874494,28.104448235579284,0.37497723698616026,0.7751777076721191,0.005386364562951517,0.005718486775143327,0.005386364562951517,-0.0014716703690950004,0.09358407823472087,0.09358407823472087,0.09180072604063094,0.980943850409927,3,0,0,1,0,0,1,-135.1073156641575,0.014339429140090953,0.004013442993163974,7,0.9910727224907483,0.13186147492495176,0
24,0.3632660210132599,0.6613811254501343,0.4106461703777313,0.6635011434555054,0.3592694997787475,0.7366625666618347,0.383772611618042,0.7409877181053162,0.3648537397384643,0.7848842144012451,0.3962904512882232,0.7947334051132202,0.3395676016807556,0.8249609470367432,0.3736682534217834,0.849089503288269,0.3402858674526214,0.8329692482948303,0.3968376219272613,0.8606407046318054,0.372845783829689,0.7749810576438904,0.3715210556983948,0.7388251423835754,0.041773695981393716,-0.0002185523509979359,-8.047819137579904e-05,0.00023289883944288927,0.00023289883944288927,25.71250888556483,0.37767980992794037,0.7748867893218995,0.003089396922168965,0.004766969523547042,0.003089396922168965,-6.750545759585567e-05,0.09381697707416375,0.09381697707416375,0.09160807574569013,0.9764552067508266,3,0,0,1,0,0,0,-159.78462726039308,0.012933537364006042,0.0032850921154022883,7,0.993111232161512,0.13241249008258224,0
25,0.3713016211986542,0.6603643298149109,0.4183487296104431,0.6617637872695923,0.3683949410915375,0.7354874610900879,0.3928479552268982,0.7396786212921143,0.3788777589797973,0.7834872007369995,0.4047130048274994,0.7932223081588745,0.3610160052776336,0.8250881433486938,0.3784904181957245,0.846584141254425,0.3694720268249511,0.84070885181427,0.3973740935325622,0.86045241355896,0.38408365547657014,0.7746837258338928,0.38062144815921783,0.7375830411911011,0.027702581699096954,0.011237871646881115,-0.0002973318099975808,0.011241804363936018,0.011241804363936018,1294.789336607566,0.38259708940982823,0.774326034784317,0.005013366910426717,0.005845854316998903,0.005013366910426717,0.011008905524493129,0.10505878143809977,0.10505878143809977,0.10261228062835576,0.9767130288753113,4,0,0,0,1,0,1,-1.5155791814176531,0.012468397617340088,0.0012049376964569092,7,0.9944494168793878,0.1255645987618629,1
26,0.3715161979198456,0.66014164686203,0.4188925921916961,0.6607276797294617,0.3709494173526764,0.734906792640686,0.3948966562747955,0.7388287782669067,0.3817235231399536,0.7837403416633606,0.4063168466091156,0.7927723526954651,0.3609511852264404,0.8253721594810486,0.3799206614494324,0.8456961512565613,0.3687868416309356,0.841817319393158,0.3973273038864136,0.860337495803833,0.3851281225681305,0.774434071779251,0.38292303681373596,0.7368677854537964,0.027801181087604293,0.0010444670915603638,-0.00024965405464172363,0.001073889497272237,0.001073889497272237,121.40933670850761,0.3877480912208557,0.7736644983291626,0.002924214332764727,0.004692040865206617,0.002924214332764727,-0.01016791486666378,0.106132670935372,0.106132670935372,0.10368606996092036,0.9769477112665763,4,0,0,0,1,0,0,-13.442916692024202,0.012282338738441478,0.0008394837379456233,7,0.9933790540444136,0.12411756315473396,0
27,0.3816081881523132,0.6586323380470276,0.4283807873725891,0.6602886319160461,0.3795536756515503,0.7340642213821411,0.4031639993190765,0.7374696731567383,0.3958112001419067,0.7790473699569702,0.4198229908943176,0.7884658575057983,0.3881546556949615,0.8257576823234558,0.3896936774253845,0.837488055229187,0.3940624296665191,0.8433840274810791,0.3983838856220245,0.8600999712944031,0.39786354899406434,0.7724697828292847,0.3913588374853134,0.7357669472694397,0.01183090175744127,0.012735426425933838,-0.001964288949966364,0.012886020228500881,0.012886020228500881,1472.6814586074659,0.39571128129959104,0.7730181229114532,0.005147003445238154,0.0063495508428416106,0.005147003445238154,0.011812130731228644,0.11901869116387288,0.11901869116387288,0.11654559545888088,0.9792209468881918,4,0,0,0,1,0,0,-8.768102881990036,0.025017765164375316,0.0025917530059814675,7,0.9887217372967588,0.118115237907874,1
28,0.3813435137271881,0.6581154465675354,0.4281631410121918,0.6584586501121521,0.3804844319820404,0.7330437302589417,0.4046534299850464,0.7357265949249268,0.3971488177776336,0.7781797647476196,0.4217703938484192,0.7862446904182434,0.3896311819553375,0.8261051774024963,0.3912647366523742,0.8350717425346375,0.3952130675315857,0.8465835452079773,0.3985207378864288,0.8600091934204102,0.3988193452358246,0.771753853559494,0.3925689309835434,0.7343851625919342,0.009114153346150119,0.0009557962417602317,-0.0007159292697906938,0.0011941947810579392,0.0011941947810579392,119.48598692238528,0.4015481424331665,0.7724508559703827,0.005325761542041993,0.0061895594425158545,0.005325761542041993,-0.011691825447442942,0.12021288594493082,0.12021288594493082,0.11763244470914544,0.9785344040657382,4,0,0,0,1,0,0,-36.83466556427462,0.025973561406135548,0.0032272040843963623,7,0.987887556848323,0.11806301720095767,0
29,0.3907758593559265,0.6580703258514404,0.438546746969223,0.6597140431404114,0.3895611763000488,0.7341203689575195,0.4131186902523041,0.7368710041046143,0.4121719300746918,0.7791256308555603,0.4355228543281555,0.7847458720207214,0.4088633954524994,0.828755259513855,0.4045260548591614,0.8333276510238647,0.4211965799331665,0.8458057641983032,0.4123340547084808,0.856955885887146,0.4126617342233658,0.7717491805553436,0.40133993327617645,0.7354956865310669,0.006302323979567151,0.013842388987541199,-4.6730041504128295e-06,0.013842389776312818,0.013842389776312818,1594.6963948901428,0.40983268022537234,0.771926302909851,0.00804765972941598,0.006379550172834556,0.00804765972941598,0.012648194995254878,0.13405527572124365,0.13405527572124365,0.13118295713009506,0.9785736251281798,4,0,0,0,1,0,0,-0.019342283007337664,0.028578078746795632,0.0029345452785491943,7,0.9870178706798333,0.11073608928342112,1
30,0.3915767669677734,0.6579276323318481,0.4382523894309997,0.6595304608345032,0.390285313129425,0.7341089844703674,0.4138924777507782,0.73622727394104,0.4132707417011261,0.7792971134185791,0.4351529479026794,0.7848234176635742,0.408336341381073,0.8302983641624451,0.4050623178482055,0.8333984613418579,0.4225332140922546,0.8458988666534424,0.4143171012401581,0.8569633364677429,0.4132679611444473,0.7718473911285401,0.4020888954401016,0.7351681292057037,0.004508861565359216,0.0006062269210815319,9.821057319647775e-05,0.0006141306021780502,0.0006141306021780502,70.12904653176929,0.41566956520080567,0.7718609488010406,0.005922124977064385,0.006805511499013934,0.005922124977064385,-0.013228259174134768,0.1346694063234217,0.1346694063234217,0.13175884119355394,0.9783873322877971,4,0,0,0,1,0,0,9.20214004257433,0.0281398385763168,0.0026848912239074707,7,0.9872735129896653,0.11040779842521943,0
