frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y,centroid_x,centroid_y,hip_center_x,hip_center_y,stance_width,dx,dy,distance,speed,speed_px_per_sec,centroid_x_smooth,centroid_y_smooth,rolling_speed_mean,rolling_speed_std,speed_smoothed,acceleration,cumulative_distance,path_length,straight_distance,path_efficiency,direction_code,direction_BACKWARD,direction_FORWARD,direction_LEFT,direction_RIGHT,direction_STILL,direction_change,trajectory_angle,movement_range_x,movement_range_y,court_zone,stability_index,recovery_distance,recovery_time
60,0.5192573666572571,0.6894882321357727,0.5065023899078369,0.6880512237548828,0.5049661993980408,0.7629544734954834,0.5074506402015686,0.7591550350189209,0.5203327536582947,0.7986164689064026,0.5470254421234131,0.7996914386749268,0.4907472431659698,0.8384681940078735,0.5365493893623352,0.8567725419998169,0.5038743615150452,0.8552202582359314,0.5598702430725098,0.870389997959137,0.5196576029062271,0.7918807864189148,0.5062084197998047,0.7610547542572021,0.049324291698952874,0.00023643076419832543,-4.245638847355515e-05,0.00024021251254175246,0.00024021251254175246,27.376331082062006,0.5207327425479888,0.7927105069160463,0.0012258893225355987,0.0011902506688207895,0.0012258893225355987,-0.0005401656241184206,0.24716580423382092,0.24716580423382092,0.23575221616487937,0.9538221393354875,4,0,0,0,1,0,0,-10.180229115750015,0.004978835582733154,0.0007408261299133301,7,0.9977078949612073,0.05446531079737381,0
61,0.5211597681045532,0.6911682486534119,0.50734943151474,0.6893108487129211,0.510985255241394,0.7634072303771973,0.5075600743293762,0.7600386142730713,0.53553307056427,0.7995366454124451,0.5456576347351074,0.8001134991645813,0.4966506659984588,0.8408779501914978,0.5363460779190063,0.8572441339492798,0.5069846510887146,0.8619717359542847,0.5598632097244263,0.8717257976531982,0.5228089839220047,0.7935394704341888,0.5092726647853851,0.7617229223251343,0.04293690368826605,0.00315138101577761,0.0016586840152740256,0.0035612406502691005,0.0035612406502691005,378.62841398767955,0.5221936333179473,0.7941798961162567,0.001729289551173957,0.0015668915753840617,0.001729289551173957,0.003321028137727348,0.25072704488409003,0.25072704488409003,0.23887187508309438,0.9527168287470693,4,0,0,0,1,0,0,27.75942940102317,0.0049248009920119795,0.0016586840152740256,7,0.9974308321166744,0.05525268457816979,1
62,0.5220343470573425,0.6914874911308289,0.5077189803123474,0.6899141669273376,0.5123134851455688,0.7634700536727905,0.5081931352615356,0.7604843378067017,0.5348654389381409,0.8003389835357666,0.5451337099075317,0.8004955053329468,0.4969256520271301,0.8421741724014282,0.5364927649497986,0.8574367761611938,0.5074335336685181,0.8636077642440796,0.560135006904602,0.872169554233551,0.5231246054172516,0.7941578805446625,0.5102533102035522,0.7619771957397461,0.04240876676540841,0.0003156214952468872,0.0006184101104736994,0.0006942967614773772,0.0006942967614773772,54.1115400988367,0.5236643207073212,0.7960248315334321,0.0012101667588743583,0.0013331190964672487,0.0012101667588743583,-0.002866943888791723,0.2514213416455674,0.2514213416455674,0.23917888265397685,0.9513070015796474,1,0,1,0,0,0,1,62.96133805227105,0.00447325706481938,0.002277094125747725,7,0.9968701580905145,0.05550450385706254,0
63,0.5216876268386841,0.6930394768714905,0.5143631100654602,0.6928317546844482,0.5137619376182556,0.7648369669914246,0.5148321986198425,0.7636955976486206,0.5301133990287781,0.8079315423965454,0.549059271812439,0.8059401512145996,0.503631055355072,0.8529355525970459,0.5374425053596497,0.8619661927223206,0.5141985416412354,0.8722038865089417,0.5604683756828308,0.8785998821258545,0.5259558022022247,0.7993981003761291,0.5142970681190491,0.7642662823200226,0.034996665733813465,0.0028311967849731223,0.005240219831466608,0.00595613793639285,0.00595613793639285,470.84642983609797,0.5255988067388534,0.7991170525550843,0.0022464531994682508,0.002453262841595773,0.0022464531994682508,0.0052618411749154725,0.2573774795819602,0.2573774795819602,0.24200145121208647,0.9402588431791005,1,0,1,0,0,0,0,61.61844274686657,0.006534630060195945,0.007517313957214333,7,0.9942339854732394,0.05569243378129068,1
64,0.5240294337272644,0.6946916580200195,0.5157060027122498,0.693873941898346,0.5153718590736389,0.7663446068763733,0.5147063732147217,0.7655637264251709,0.5300745368003845,0.80925452709198,0.5506900548934937,0.8080835342407227,0.5034781694412231,0.8557630777359009,0.537239134311676,0.8643601536750793,0.5159496665000916,0.8739611506462097,0.5605008602142334,0.8795828223228455,0.5267746090888977,0.8011479198932647,0.5150391161441803,0.7659541666507721,0.034838376306710314,0.000818806886673018,0.001749819517135598,0.0019319195273643822,0.0019319195273643822,147.49866653267418,0.5269469726085663,0.8020233070850372,0.0024767614776090925,0.0023322917970323045,0.0024767614776090925,-0.004024218409028468,0.2593093991093246,0.2593093991093246,0.24284261047494146,0.9364975249993127,1,0,1,0,0,0,0,64.92332439036733,0.007117006182670638,0.009267133474349931,7,0.9932036464014312,0.0547364308902355,2
65,0.5256847739219666,0.6975029706954956,0.5220075249671936,0.6985609531402588,0.5183724761009216,0.7710211277008057,0.5201583504676819,0.7702255249023438,0.528856635093689,0.8179401159286499,0.5562946796417236,0.817030668258667,0.5017896294593811,0.8628256320953369,0.5398898720741272,0.873553454875946,0.5172262191772461,0.8770499229431152,0.5630201697349548,0.8877085447311401,0.5293300330638886,0.807341891527176,0.5192654132843018,0.7706233263015747,0.03958174666326223,0.002555423974990867,0.006193971633911222,0.0067004086661676815,0.0067004086661676815,497.77135052233234,0.5288307803869248,0.8058667731285094,0.0037688007083342785,0.0025616673055661983,0.0037688007083342785,0.0047684891388032995,0.26600980777549227,0.26600980777549227,0.2455762988941745,0.9231851297055811,1,0,1,0,0,0,0,67.58060614525728,0.0065210491418838945,0.013802421092987127,7,0.991714063338805,0.053781901475986556,3
66,0.5285689234733582,0.6980260014533997,0.5224291086196899,0.697998046875,0.5197292566299438,0.7716677188873291,0.5193207859992981,0.77008056640625,0.5281745195388794,0.8189753293991089,0.5572962164878845,0.8174880146980286,0.5004572868347168,0.8639291524887085,0.5398321151733398,0.8749030828475952,0.5164312720298767,0.8779135942459106,0.5632586479187012,0.889725923538208,0.5295498132705688,0.8080707430839539,0.519525021314621,0.7708741426467896,0.040875472525925965,0.00021978020668023124,0.0007288515567779319,0.0007612673190581742,0.0007612673190581742,53.58974067026639,0.5302199894189834,0.808888247013092,0.003208806042092093,0.002901842660984364,0.003208806042092093,-0.005939141347109507,0.26677107509455045,0.26677107509455045,0.24582714271907471,0.9214909923497041,1,0,1,0,0,0,0,73.2196737858169,0.0064252078533172385,0.01391286253929136,7,0.9916252145458245,0.05377317427207191,0
67,0.5309215784072876,0.7012228965759277,0.5295200943946838,0.7033151388168335,0.5220006704330444,0.7773658037185669,0.5253157019615173,0.7779260277748108,0.5309394598007202,0.823686957359314,0.5604454278945923,0.8240645527839661,0.4997258484363556,0.8660593032836914,0.54236900806427,0.883152961730957,0.5182929039001465,0.8782529830932617,0.565905749797821,0.8987054824829102,0.5325436443090439,0.8133752107620239,0.5236581861972809,0.7776459157466888,0.045941617539694515,0.002993831038475059,0.005304467678070024,0.006091009902686601,0.006091009902686601,486.9439738301668,0.5320798116922378,0.8122918272018433,0.004288148670333938,0.002731400874206473,0.004288148670333938,0.005329742583628427,0.2728620849972371,0.2728620849972371,0.24910690611959804,0.9129407118695895,1,0,1,0,0,0,0,60.5597034279399,0.006587842106819175,0.013977110385894775,7,0.9918209416085053,0.052176991218019206,1
68,0.529977560043335,0.7025308609008789,0.5307863354682922,0.7043514847755432,0.522645890712738,0.7796332240104675,0.5276877284049988,0.7805178165435791,0.5303071141242981,0.8236660361289978,0.5611488223075867,0.8249174952507019,0.4994739890098572,0.8665276169776917,0.5435000658035278,0.8841492533683777,0.5173654556274414,0.8779965043067932,0.5661255121231079,0.9007644057273864,0.5329018473625183,0.8145054697990417,0.5251668095588684,0.7800755202770233,0.047421698692979526,0.0003582030534744485,0.0011302590370178,0.0011856622277355484,0.0011856622277355484,84.06832555782734,0.533473306298256,0.8144020533561707,0.0033340535286024778,0.002834340716105984,0.0033340535286024778,-0.0049053476749510525,0.2740477472249726,0.2740477472249726,0.249540338736967,0.910572486961964,1,0,1,0,0,0,0,72.41548749860168,0.0061272382736206055,0.013357549905776978,7,0.9921728850818925,0.051909680966814246,0
69,0.5352104306221008,0.7056068181991577,0.5355165004730225,0.7096356153488159,0.5286745429039001,0.7828788757324219,0.5322287082672119,0.7841683030128479,0.5307896733283997,0.8272477984428406,0.5611639618873596,0.8298354148864746,0.5000393390655518,0.8670783042907715,0.5480991005897522,0.8912394046783447,0.5179356336593628,0.8793751001358032,0.5710793137550354,0.9045925736427308,0.5360737204551697,0.8181658208370208,0.530451625585556,0.7835235893726349,0.053791258115993244,0.0031718730926513228,0.003660351037979126,0.004843443881900598,0.004843443881900598,435.6479105703678,0.534824224114418,0.8164703607559204,0.0039163583995097204,0.002772671719104819,0.0039163583995097204,0.0036577816541650495,0.2788911911068732,0.2788911911068732,0.25298215229716803,0.9070998309165791,1,0,1,0,0,0,0,49.08947094309971,0.006743687391281061,0.010823929309844882,7,0.9927258237781299,0.054514548467524085,1
70,0.5364544987678528,0.7053898572921753,0.5347241163253784,0.7087756395339966,0.5283311009407043,0.7809865474700928,0.5318162441253662,0.7820751667022705,0.5303961634635925,0.8275659084320068,0.5612720251083374,0.8288577795028687,0.5003712773323059,0.8677400350570679,0.5495002269744873,0.8911329507827759,0.5174663066864014,0.8802695274353027,0.5726431012153625,0.9061368107795716,0.5362975060939789,0.8178930222988129,0.5300736725330353,0.7815308570861816,0.05441398900185569,0.0002237856388092041,-0.0002727985382079412,0.0003528442355850994,0.0003528442355850994,31.259678845452612,0.5355692148208618,0.8173762834072112,0.0026468455133932044,0.002628698171948826,0.0026468455133932044,-0.004490599646315498,0.27924403534245834,0.27924403534245834,0.25318268770221514,0.9066717840247431,2,1,0,0,0,0,1,-50.63684134134844,0.006747692823410034,0.01009507775306695,7,0.9931410051530432,0.055198221649992975,0
71,0.5357490181922913,0.7056028842926025,0.5359343886375427,0.7093181610107422,0.526983916759491,0.7820506691932678,0.5323998928070068,0.7833312153816223,0.5298985242843628,0.8285082578659058,0.5610285997390747,0.8290306329727173,0.5005900263786316,0.8686158061027527,0.549502432346344,0.8918260931968689,0.5177738070487976,0.8797613978385925,0.5731834173202515,0.9060776829719543,0.5363044023513794,0.8184122800827026,0.5296919047832489,0.7826909422874451,0.05414001186314615,6.896257400579309e-06,0.0005192577838897261,0.0005193035764330962,0.0005193035764330962,33.658403725154045,0.5368452417850496,0.8185048043727875,0.002598452764868189,0.002673926728280507,0.002598452764868189,0.00016645934084799679,0.27976333891889144,0.27976333891889144,0.25323259746512944,0.9051671975453018,1,0,1,0,0,0,1,89.23910006400142,0.0037607580423355547,0.005037069320678711,7,0.9957423304608035,0.0542732616984034,0
72,0.5357528924942017,0.7052109241485596,0.5348231196403503,0.7087432146072388,0.5267358422279358,0.7809940576553345,0.5315415859222412,0.782101035118103,0.5308334231376648,0.8285172581672668,0.5609069466590881,0.8290129899978638,0.5011559128761292,0.8678428530693054,0.5493044853210449,0.8919013738632202,0.5183899402618408,0.8790407180786133,0.5732418298721313,0.9056838154792786,0.5362685978412628,0.8179048240184784,0.5291387140750885,0.7815475463867188,0.0538246918363174,-3.580451011664376e-05,-0.0005074560642241988,0.0005087176231099203,0.0005087176231099203,33.1419364615955,0.5376337766647339,0.8189935290813446,0.0014819943089528526,0.0019063169185434784,0.0014819943089528526,-1.0585953323175848e-05,0.2802720565420014,0.2802720565420014,0.25315484302314256,0.9032468172052855,2,1,0,0,0,0,1,-94.03592226656447,0.003402554988861106,0.003906810283660911,7,0.9968965576593659,0.05439381880681025,0
73,0.542975127696991,0.7054063677787781,0.5343361496925354,0.7130622267723083,0.5364547967910767,0.7833709120750427,0.5353743433952332,0.7846527099609375,0.5329112410545349,0.8302233219146729,0.5607171654701233,0.8347927331924438,0.502160906791687,0.8669244647026062,0.554520308971405,0.8961573243141174,0.5179317593574524,0.8791618347167969,0.5754380226135254,0.9077288508415222,0.5392819821834565,0.8201480746269226,0.5359145700931549,0.7840118110179901,0.059967216691153714,0.00301338434219367,0.002243250608444214,0.0037566818452010697,0.0037566818452010697,376.36049453051555,0.5390716135501862,0.8199694383144379,0.001996198232445957,0.0021389564678965713,0.001996198232445957,0.003247964222091149,0.28402873838720244,0.28402873838720244,0.2563495825249594,0.902548044893579,4,0,0,0,1,0,1,36.66506508809744,0.0032082617282868098,0.002255052328109741,7,0.9976967102391298,0.059114092665081,1
74,0.5440037846565247,0.7052709460258484,0.5344234108924866,0.7135543823242188,0.5387759804725647,0.7841793298721313,0.5361632704734802,0.7856684923171997,0.5331893563270569,0.8307928442955017,0.5605826377868652,0.8348159790039062,0.501973032951355,0.8663517236709595,0.5555862784385681,0.8966301083564758,0.5175996422767639,0.8797250390052795,0.5778665542602539,0.9091055989265442,0.5400163948535919,0.8206094443798065,0.5374696254730225,0.7849239110946655,0.06157240186021892,0.0007344126701354092,0.00046136975288391113,0.0008673084912138141,0.0008673084912138141,89.73431521133811,0.5406846487522126,0.8210031604766848,0.0012009711543085999,0.0014410233184036882,0.0012009711543085999,-0.0028893733539872555,0.28489604687841624,0.28489604687841624,0.25712270127128506,0.9025141067717802,4,0,0,0,1,0,0,32.13769354736119,0.0037477970123290794,0.0027164220809936523,7,0.996859670811386,0.060119780022676726,0
75,0.5522593259811401,0.7078283429145813,0.5351696610450745,0.7173274755477905,0.547058641910553,0.7877265810966492,0.5401910543441772,0.7878606915473938,0.5410353541374207,0.8334437012672424,0.5602753758430481,0.8373786807060242,0.5081966519355774,0.8661986589431763,0.5572181940078735,0.8990057110786438,0.5176872611045837,0.880266547203064,0.5757753849029541,0.9106892943382264,0.5434866905212402,0.8227725684642792,0.5436248481273651,0.7877936363220215,0.05898655996890466,0.0034702956676483376,0.002163124084472612,0.004089261281175892,0.004089261281175892,423.6534141357713,0.5432077205181122,0.8228657305240631,0.0019482545634267583,0.0018122452190385328,0.0019482545634267583,0.0032219527899620777,0.2889853081595921,0.2889853081595921,0.26078224106920755,0.9024065712198441,4,0,0,0,1,0,0,31.93634303076267,0.007218092679977417,0.004867744445800737,7,0.9950909312038474,0.06469636188270753,1
76,0.5518175959587097,0.708580732345581,0.5362831950187683,0.7166970372200012,0.5487592220306396,0.789214015007019,0.543534517288208,0.7898223996162415,0.5429173707962036,0.8341516852378845,0.5601879954338074,0.8394473791122437,0.5086801648139954,0.8657886981964111,0.5568530559539795,0.900814652442932,0.5192304849624634,0.8804002404212952,0.5754321813583374,0.9108920693397522,0.5443695783615112,0.8235808908939362,0.5461468696594238,0.7895182073116302,0.05956043075452138,0.0008828878402710183,0.0008083224296570046,0.0011970280233916941,0.0011970280233916941,114.40768492619624,0.5451213395595551,0.8245663905143739,0.002083799452818478,0.0017005520604890273,0.002083799452818478,-0.0028922332577841978,0.29018233618298384,0.29018233618298384,0.26174121607492756,0.9019887961405004,4,0,0,0,1,0,0,42.47546576988781,0.008100980520248435,0.0056760668754577415,7,0.994488046287505,0.06650705446140479,0
77,0.5647832155227661,0.7116410732269287,0.5357874631881714,0.7232764959335327,0.5612335205078125,0.7913537621498108,0.5479018092155457,0.7917667627334595,0.5548237562179565,0.8413519263267517,0.5609912872314453,0.8433992266654968,0.5176170468330383,0.8637940883636475,0.5593186616897583,0.9026997089385986,0.5223162174224854,0.8831272721290588,0.5640665888786316,0.9197664260864258,0.5488839566707611,0.8272176742553711,0.5545676648616791,0.7915602624416351,0.05703220137764517,0.0045143783092498335,0.0036367833614349143,0.005797051382990771,0.005797051382990771,570.9795858429826,0.5478209161758423,0.8270852291584015,0.003141466204794648,0.0020785554826131657,0.003141466204794648,0.004600023359599077,0.2959793875659746,0.2959793875659746,0.2666183255254387,0.9008003149070939,4,0,0,0,1,0,0,38.85492014328466,0.009601974487304599,0.007069599628448442,7,0.9933701636174337,0.07400833409454369,1
78,0.5645737051963806,0.7119981646537781,0.5366048216819763,0.7267636656761169,0.5599417686462402,0.792224645614624,0.5487967729568481,0.7944464683532715,0.5527693629264832,0.8398228287696838,0.5612557530403137,0.8452783226966858,0.5206425786018372,0.8635693788528442,0.5593875050544739,0.9074127078056335,0.5223042368888855,0.8825945258140564,0.562224268913269,0.9224030375480652,0.5488500773906708,0.8286513745784759,0.5543692708015442,0.7933355569839478,0.058509886510595126,-3.3879280090243213e-05,0.0014337003231048584,0.001434100562056374,0.001434100562056374,92.98882470128827,0.550043967962265,0.8292094695568085,0.002676949948165709,0.0021644457701479026,0.002676949948165709,-0.004362950820934397,0.297413488128031,0.297413488128031,0.2667500835998568,0.8968997515170726,1,0,1,0,0,0,1,91.35368496184061,0.00886756181716919,0.00804193019866939,7,0.9929629948975077,0.07338543891532057,2
79,0.5731855034828186,0.71787428855896,0.5376613140106201,0.7317307591438293,0.5686402320861816,0.7981399297714233,0.5526202917098999,0.799351155757904,0.563605010509491,0.8495517373085022,0.5623688697814941,0.8527314066886902,0.5277138352394104,0.8592424988746643,0.5604901313781738,0.9131568670272828,0.5260041952133179,0.8819342851638794,0.5628533959388733,0.9283234477043152,0.553514277935028,0.8332036375999451,0.5606302618980408,0.7987455427646637,0.06309552029955855,0.004664200544357233,0.004552263021469161,0.006517504532765424,0.006517504532765424,612.9849493293534,0.5534082281589507,0.8317897939682007,0.003806989156476031,0.0024407691523689002,0.003806989156476031,0.00508340397070905,0.30393099266079643,0.30393099266079643,0.271947972537565,0.8947688097115971,4,0,0,0,1,0,1,44.30415475983193,0.010027587413787842,0.010431069135665938,7,0.9918203297135231,0.07851211128000464,3
80,0.575603723526001,0.7174235582351685,0.5380189418792725,0.7333741188049316,0.5710890889167786,0.798742413520813,0.5525468587875366,0.79954594373703,0.5638753175735474,0.8504906296730042,0.5633779168128967,0.8538346290588379,0.5294166803359985,0.857491135597229,0.5614138841629028,0.912471354007721,0.5273889899253845,0.880916953086853,0.5632880926132202,0.9296469688415528,0.5546019494533538,0.8333937704563141,0.5618179738521576,0.7991441786289215,0.06361324916403702,0.0010876715183257835,0.00019013285636904076,0.0011041647679799268,0.0011041647679799268,125.9082356229436,0.5561305439472198,0.8336311805248261,0.003209969853836838,0.002705218942371866,0.003209969853836838,-0.005413339764785498,0.30503515742877635,0.30503515742877635,0.27305125096833477,0.895146819369798,4,0,0,0,1,0,0,9.91552901516874,0.010232371091842607,0.009812879562377974,7,0.9917853926112151,0.07963014029886763,0
81,0.5826179385185242,0.7204961776733398,0.5415260791778564,0.7400273084640503,0.5782809853553772,0.8025006651878357,0.5573118925094604,0.8037456274032593,0.5792534947395325,0.8526647090911865,0.5687236189842224,0.8586379289627075,0.5408240556716919,0.8579902052879333,0.5620584487915039,0.9147542119026184,0.537956953048706,0.880596399307251,0.5633553266525269,0.9334118962287904,0.5611908793449402,0.8364825129508973,0.5677964389324188,0.8031231462955475,0.06060570846148677,0.006588929891586326,0.00308874249458313,0.0072769724002557145,0.0072769724002557145,785.0160518716519,0.5589139211177826,0.8351517164707184,0.004425958729209642,0.00293122279430189,0.004425958729209642,0.006172807632275788,0.31231212982903206,0.31231212982903206,0.28000027765170754,0.8965398744038123,4,0,0,0,1,0,0,25.116129604798516,0.012340801954269343,0.00926483869552619,7,0.9912108937509133,0.0851254427958282,1
82,0.5841637253761292,0.7208519577980042,0.5418809056282043,0.7420589923858643,0.5787209868431091,0.8022187352180481,0.5569556951522827,0.8038584589958191,0.5863205790519714,0.8547484278678894,0.5700457096099854,0.8583269715309143,0.54209303855896,0.8581036925315857,0.5618793964385986,0.9136247634887696,0.5394816398620605,0.8771089315414429,0.563413679599762,0.9333451390266418,0.5624955356121063,0.836424607038498,0.5678383409976959,0.8030385971069336,0.058941405466563096,0.0013046562671661377,-5.790591239929199e-05,0.0013059406840077673,0.0013059406840077673,150.34824616132838,0.560685383081436,0.8356990098953248,0.0035277365894130414,0.0030898572278654215,0.0035277365894130414,-0.005971031716247947,0.3136180705130398,0.3136180705130398,0.28128398029475704,0.8968997858912012,4,0,0,0,1,0,0,-2.5413501181926406,0.01364545822143548,0.007831138372421331,7,0.991213824771019,0.08517437768588856,0
83,0.5854541063308716,0.7205168604850769,0.5422629714012146,0.7420021295547485,0.5789125561714172,0.8018033504486084,0.5567836761474609,0.8035768866539001,0.5864753723144531,0.854459285736084,0.570780873298645,0.8586345911026001,0.5420135259628296,0.8583381772041321,0.5618810653686523,0.9133619666099548,0.5395506620407104,0.8766196966171265,0.5635548233985901,0.9332275986671448,0.5627669632434845,0.8362540543079376,0.5678481161594391,0.8026901185512543,0.05850073950488363,0.00027142763137821824,-0.00017055273056032494,0.0003205638672358017,0.0003205638672358017,33.1652343528174,0.5635027348995209,0.8367333638668061,0.0033050292504489265,0.003310722089479058,0.0033050292504489265,-0.0009853768167719656,0.3139386343802756,0.3139386343802756,0.28152902345814146,0.8967645030815921,4,0,0,0,1,0,0,-32.143378665445816,0.009252685308456465,0.0032788753509521706,7,0.9938539404651193,0.0852145966771561,0
84,0.5855860114097595,0.7205676436424255,0.5422782301902771,0.7420046329498291,0.5790896415710449,0.8013135194778442,0.556369423866272,0.8032166957855225,0.5820484757423401,0.8526089787483215,0.5707799196243286,0.8582910895347595,0.5419902205467224,0.8584882020950317,0.561889111995697,0.912770926952362,0.5400243401527405,0.8766971230506897,0.5636605024337769,0.933442234992981,0.5623715877532959,0.8359401047229766,0.5677295327186584,0.8022651076316833,0.05781505079851344,-0.00039537549018864304,-0.0003139495849610041,0.0005048624764617554,0.0005048624764617554,49.88581044842475,0.5650103354454041,0.8373368108272553,0.0021025008391881935,0.0029212192077221486,0.0021025008391881935,0.00018429860922595365,0.31444349685673734,0.31444349685673734,0.28109400477640045,0.8939412250095566,3,0,0,1,0,0,1,-141.5485187567018,0.008165013790130682,0.00308874249458313,7,0.9952628635945334,0.08513563069827788,0
85,0.5904348492622375,0.723487913608551,0.5451743006706238,0.7461252212524414,0.5861573219299316,0.8058774471282959,0.5623747110366821,0.8078541159629822,0.598772406578064,0.8562232851982117,0.5741016268730164,0.8616007566452026,0.5538272261619568,0.8612920045852661,0.5641537308692932,0.91242915391922,0.5476462244987488,0.8765934705734253,0.5642446875572205,0.9341720342636108,0.5686887085437775,0.8385655403137207,0.5742660164833069,0.806865781545639,0.05216938509771549,0.006317120790481634,0.0026254355907440186,0.006840974135507362,0.006840974135507362,747.3788679430803,0.5676903676986695,0.8389306485652923,0.00324986271269368,0.0035002980074289192,0.00324986271269368,0.0063361116590456065,0.3212844709922447,0.3212844709922447,0.2877180835738579,0.8955244014292959,4,0,0,0,1,0,1,22.568081323440932,0.007497829198837347,0.0026254355907440186,7,0.9960090925905632,0.09135574965494017,1
86,0.5913870334625244,0.7245481610298157,0.5463931560516357,0.7471885681152344,0.5869816541671753,0.8071706295013428,0.5623456835746765,0.8088961839675903,0.5978237390518188,0.8570011854171753,0.5742382407188416,0.8629846572875977,0.5537499189376831,0.8625608086585999,0.5637311339378357,0.9127337336540222,0.5459639430046082,0.8769663572311401,0.5646743178367615,0.9349471926689148,0.5687288820743561,0.8394997477531433,0.5746636688709259,0.8080334067344666,0.05115610477230991,4.017353057861328e-05,0.0009342074394226296,0.000935070827494761,0.000935070827494761,60.715311710582476,0.5705532014369965,0.840821098089218,0.0019814823981414895,0.002743403474138131,0.0019814823981414895,-0.005905903308012601,0.3222195418197395,0.3222195418197395,0.2878937265434247,0.8934707216003746,1,0,1,0,0,0,1,87.53763845038503,0.006357294321060247,0.003559643030166648,7,0.9950528922005274,0.09171663142779085,0
87,0.5978759527206421,0.7282091975212097,0.5504403710365295,0.7500819563865662,0.5944264531135559,0.8093211054801941,0.5681551694869995,0.8113216757774353,0.6115759611129761,0.8599578738212585,0.5756253600120544,0.863959014415741,0.5663100481033325,0.8793010115623474,0.5649874806404114,0.9122793674468994,0.5647222995758057,0.8952879905700684,0.5648378729820251,0.9342187643051147,0.5758956968784332,0.8443937957286834,0.5812908113002777,0.8103213906288147,0.03300486542226984,0.007166814804077104,0.004894047975540161,0.008678418059924716,0.008678418059924716,884.4602067208373,0.5750123763084412,0.8434836900234222,0.0034559778733248793,0.003988325356791382,0.0034559778733248793,0.007743347232429956,0.3308979598796642,0.3308979598796642,0.2957265329439266,0.8937091454159216,4,0,0,0,1,0,1,34.32824283054253,0.013524109125137351,0.00845369100570681,7,0.9911515846148856,0.09831535829400749,1
88,0.5991411209106445,0.7297337651252747,0.5516310334205627,0.7513597011566162,0.5953834652900696,0.8097501993179321,0.5685387253761292,0.8125844597816467,0.6140970587730408,0.8602657914161682,0.5752356052398682,0.8674286007881165,0.5693098902702332,0.8811087012290955,0.564939022064209,0.9123778343200684,0.5673214793205261,0.8986608982086182,0.5652139186859131,0.9337930679321288,0.5770811319351197,0.8457063019275666,0.5819610953330994,0.8111673295497894,0.03157314005821102,0.0011854350566864458,0.0013125061988831233,0.001768595147490748,0.001768595147490748,160.8866327335202,0.5782520711421967,0.8457186329364775,0.0037455841293758687,0.0037491344722030487,0.0037455841293758687,-0.006909822912433968,0.3326665550271549,0.3326665550271549,0.2971084208595486,0.8931117852688745,1,0,1,0,0,0,1,47.91214599267993,0.014709544181823797,0.009766197204589933,7,0.989981250252398,0.09898930054040642,2
89,0.6049267649650574,0.7318330407142639,0.5561206340789795,0.7541048526763916,0.6012915372848511,0.8104804754257202,0.5732296705245972,0.8123987913131714,0.6240030527114868,0.8598002791404724,0.5767920017242432,0.8676621913909912,0.5854803323745728,0.8910124897956848,0.5645043253898621,0.9133487343788148,0.594144344329834,0.9166492819786072,0.5661819577217102,0.9352405071258544,0.5846674621105195,0.8492530643939972,0.5872606039047241,0.8114396333694458,0.030641486437508803,0.00758633017539978,0.0035467624664305974,0.008374480850981875,0.008374480850981875,903.6905672684807,0.5831083500385285,0.8483436560630798,0.005319507804279892,0.0037000765707670305,0.005319507804279892,0.006605885703491127,0.3410410358781368,0.3410410358781368,0.3051806395313983,0.8948502010779946,4,0,0,0,1,0,1,25.057037784760677,0.015978753566741943,0.010687524080276511,7,0.9890086713978276,0.10429120078287606,3
90,0.6058614253997803,0.7328380346298218,0.5575503706932068,0.7536201477050781,0.6019906997680664,0.8104858994483948,0.5734089016914368,0.8125044703483582,0.6246076226234436,0.8596097230911255,0.5768802165985107,0.8681417107582092,0.5849985480308533,0.8927270770072937,0.5643660426139832,0.914165496826172,0.592807948589325,0.9172269105911256,0.5664000511169434,0.9360830783843994,0.5848871827125549,0.8497402548789978,0.5876998007297516,0.8114951848983765,0.029754094241089712,0.00021972060203545585,0.00048719048500067696,0.0005344452372638548,0.0005344452372638548,40.46552090084141,0.5866791307926179,0.8499822497367859,0.0040582020246311915,0.004104563592590559,0.0040582020246311915,-0.007840035613718021,0.34157548111540065,0.34157548111540065,0.305480608215516,0.8943282674095391,1,0,1,0,0,0,1,65.72485072570144,0.016158300638198786,0.010240507125854559,7,0.9892015768415082,0.10473098281395458,0
